Species,Age,Sex,A:G Ratio,ALT,Albumin,Alk Phos,Amylase,Anion Gap,Bicarbonate,CK,Calcium,Chloride,Cholesterol,Creatinine,Direct Bilirubin,GGT,GLDH,Globulin,Glucose,Indirect Bilirubin,Lipase,Magnesium,Na:K Ratio,Phosphorus,Potassium,Sodium,Total Bilirubin,Total Protein,Urea,3rd space losses,AG acidosis ,AG elevated,AG lowered,ALP elvated,ALP lowered,ALT elevated,ALT lowered,Acid base processes,Acid gain,Acid-base disturbance,Addendum,Addisonian,Albumin elevated,Albumin lowered,Alk phos elevation,Alk phos lowered,Alkalosis,Alterations in portal circulation,Altered lipid metabolism,Amylase elevated,Anal sac adenocarcinoma,Anion gap acidosis,Anion gap elevated,Anorexic,Azotemia,Benign hepatic nodular hyperplasia,Benign nodular hyperplasia of liver,Bicarbonate elevated,Bilateral hydronephrosis,Bilirubin elevated,Blood losses,Body muscle mass/proportion,Bone or steroid-induced isoforms,Brachycephalic syndrome,CGT elevated,CHF,CK elevated,Calcium elevateed,Chloride loss,Cholestastic,Cholestatic disease,Cholesterol.1,Chronic kidney disease,Chronic respiratory acidosis,Concurrent cholestasis,Congenital abnormality,Contraction of gall bladder,Creatinine elevated,Creatinine lowered,Cushing,Diabetes mellitus,Diabetic hepatopathy,Diabetic ketoacidosis,Disorders of lipid metabolism,Diuresis,EPI,Ehrlichiosis,Endocrine disorders,Endocrinopathy,Endoparasites,Enhanced tissue protein catabolism,Fluid dilution,Functional mass lowered,GFR lowered,GGT elevated,GI lymphangiectasia,GLDH elevated,GLDh lowered,Gastrointestial losses,Gastrointestinal bleeding,Gastrointestinal disease,Gastrointestinal losses,Gastrointestinal obstruction,Gastrointestinal stasis,Gastrointestinal tract disease,Globulins elevated,Globulins lowered,Glomerular disease,Glomerular filtration rate lowered,Glomerular renal disease,Glucocorticoid induction,Glucocorticoid therapy,Glucose elevated,Glycosuria,Hemoconcentration,Hemolysis.1,Hemolytic process,Hepatic disease,Hepatic dysfunction,Hepatic enzymes elevated,Hepatic enzymes lowered,Hepatic insufficiency,Hepatic leakage,Hepatic pathology,Hepatic production lowered,Hepatic uptake lowered,Hepatobiliary,Hepatobiliary disease,Hepatocellular function,Hepatocellular injury ,Hepatocellular leakage,Hepatoceyte lipid accumulation,Hepatopathy,Hyperadrenocorticism,Hyperalbuminemia,Hyperamylasemia,Hyperbilirubinemia,Hypercalcemia,Hypercholesterolemia,Hypercortisolemia,Hyperglobulinemia,Hyperglycemia,Hyperhcholesterolemia,Hyperkalemia,Hyperlipasemia,Hypernatremia ,Hyperphosphatemia,Hyperproteinemia ,HypoT4,Hypoadrenocorticism,Hypoalbuminemic,Hypocalcemia ,Hypochloremia,Hypochloremia metabolic alkalosis,Hypochloremic metabolic acidosis,Hypochloremic metabolic alkalosis,Hypocholesterolemia,Hypoglycemia ,Hypokalemia,Hypomagnesemia,Hyponatremia,Hyporexic,Hypothyroidism,Hypoxia,Hypoxic injury,IBD,Immunologic immaturity,Induction,Infectious,Inflammation,Intestinal leakage,Isoforms,Isosthenuria,Ketosis,Lipase elevated,Liver enzymes elevated,Liver insufficiency,Lymphoma,MCS/sarcopenia,Metabolic acidosis,Metabolic alkalosis,Microalbuminuria,Mild hypercholesteremia,Muscle injury,Myocyte injury,Myocyte leakage,Neoplasia,Neoplastic disease ,Neoplastic etiology,Neoplastic involvement of liver,Nodular hepatic hyperplasia,Normophosphatemic hypercalcemia,PLN,PU/PD,Pancreatic leakage,Pancreatitis,Panhypoproteinemia,Pathological etiology,Pathology,Phenobarb therapy,Phenobarbital Tx,Phenobarbital inductio,Phosphorus elevated,Polycystic kidney,Portosystemic circulation,Portosystemic shunt,Post-prandial,Post-prandial elevation,Pre bile acids elevated,Pre/post BA WNL,Protein-losing enteropathy,Proteinuria,Psychogenic,Ratio elevated,Red blood cell elevated,Renal acid retention,Renal albumin lowered,Renal clearance lowered,Renal disease,Renal failure,Renal insufficiency,Renal losses,Renal protein loss,Renal proteinuria,Respiratory acidosis ,Retention ketoacids,Sarcopenia,Selective hypochloremia,Sepsis,Sodium elevated,Steroid-induction,Sub-optimal mineralocorticoid supplementation,Systemic inflammation,Toxicity,Tubulointerstitial disease,UPC elevated,UPC lowered,UTI,Urea elevated,Urea lowered,Volume contraction,Volume depletion,hepatocellular injury
TOY GROUP,5.0,Neutered Male,1.38,34,40,196,838,25,20,155,2.72,108,6.36,60,0.3,0,7,29,6.4,0.8,167,0.81,30,1.51,4.9,148,1.1,69,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,6.0,Neutered Male,1.42,39,37,11,349,22,22,120,2.59,108,8.39,101,0.8,1,5,26,4.7,0.2,60,0.92,31,1.31,4.7,147,1,63,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NON-SPORTING GROUP,9.0,Neutered Male,1.5,105,42,98,576,24,22,74,2.73,109,4.48,65,0.4,5,20,28,5.9,0,274,0.92,27,1.17,5.5,149,0.4,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,2.0,Spayed Female,1.44,17,36,39,750,23,18,136,2.59,110,4.72,79,0.9,1,5,25,6,0.9,34,0.75,36,1.09,4.1,147,1.8,61,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,3.0,Spayed Female,1.23,640,32,3617,331,28,16,299,2.52,106,6.22,49,10.2,305,141,26,8.8,4.6,24,0.86,28,1.72,5.2,145,14.8,58,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,12.0,Spayed Female,1.64,85,41,58,413,25,20,631,2.64,106,7.82,58,0.2,7,18,25,4.9,0.5,99,0.94,30,1.29,4.8,146,0.7,66,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERDING GROUP,13.0,Spayed Female,1.33,1212,32,56,1798,31,14,276,2.43,111,8.12,123,1.8,14,50,24,5.7,2.8,141,1.16,28,1.41,5.4,151,4.6,56,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUND GROUP,9.0,Neutered Male,1.72,27,43,177,621,29,19,301,2.69,106,5.83,58,0.2,0,6,25,3.7,0.6,206,1.04,27,1.48,5.5,148,0.8,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,11.0,Neutered Male,1.41,38,41,38,447,29,23,615,2.63,101,6.32,56,0.8,6,8,29,4.7,0.7,98,1.03,30,1.46,5,148,1.5,70,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,5.0,Male,0.97,23,31,239,901,21,20,83,2.55,107,3.32,88,0.5,3,0,32,5.6,0.1,47,0.76,29,1.49,4.9,143,0.6,63,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,9.0,Spayed Female,1.32,270,37,111,570,21,24,112,2.65,108,7.33,58,1.3,9,33,28,4.3,0,101,0.94,32,1.26,4.6,148,1.3,65,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,5.0,Spayed Female,2.05,51,41,13,1104,24,18,168,2.7,116,3.88,101,0.4,3,6,20,7.3,0.3,29,0.81,39,0.68,3.9,154,0.7,61,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERDING GROUP,9.0,Neutered Male,0.88,61,30,61,624,22,20,75,2.38,113,4.11,88,0.3,0,11,34,5.1,0.5,28,0.87,32,1.5,4.7,150,0.8,64,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,10.0,Spayed Female,1.27,78,33,926,150,36,17,144,2.08,94,6.09,27,1.6,53,96,26,25.2,1.4,668,0.77,31,1.25,4.6,142,3,59,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NON-SPORTING GROUP,12.0,Spayed Female,1.3,34,35,8,822,23,21,132,2.64,110,5.77,74,0.5,5,6,27,5.7,0.1,92,0.82,32,1.61,4.7,149,0.6,62,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,11.0,Spayed Female,1.63,96,39,1869,2987,31,20,374,3.03,105,10.03,133,0,0,14,24,5.9,1.1,2354,1.12,27,1.93,5.6,150,1.1,63,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,8.0,Neutered Male,1.48,35,37,34,706,21,23,159,2.62,112,6.67,77,0.5,5,2,25,4.9,0.8,40,0.96,32,1.14,4.7,151,1.3,62,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,4.0,Male,0.74,40,34,71,486,25,21,130,2.67,107,5.77,83,0.6,4,3,46,4.9,0.4,26,0.9,28,1.43,5.3,148,1,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,9.0,Spayed Female,0.86,739,32,227,3435,26,19,581,2.63,109,8.15,139,0.5,0,188,37,4.9,2.1,2495,0.94,32,1.42,4.6,149,2.6,69,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPORTING GROUP,10.0,Neutered Male,1.63,77,39,101,363,21,22,222,2.72,112,10.47,87,0.6,1,7,24,6,0.3,114,0.88,31,1.03,4.9,150,0.9,63,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WORKING GROUP,8.0,Neutered Male,1.17,99,35,143,1201,22,21,211,2.53,111,4.97,80,0.7,2,5,30,5.5,1.2,450,0.86,33,1.17,4.5,149,1.9,65,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOY GROUP,6.0,Neutered Male,1.08,37,40,22,561,27,18,132,2.66,109,9.42,65,0.3,0,7,37,5,0.3,68,1.06,33,1.3,4.5,149,0.6,77,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
